"","營業地址","統一編號","總機構統一編號","營業人名稱","資本額","使用統一發票","行業代號","名稱","行業代號2","名稱2","行業代號3","名稱3","行業代號4","名稱4","日期","縣市","年份"
"1342","新北市三重區維德里三和路４段２９號１樓",72692880,NA,"夾飽飽自動選物娃娃屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-25,"新北市","2017"
"1343","新北市三重區福樂里慈愛街８５號",72681589,NA,"慈愛娃娃屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-30,"新北市","2017"
"1344","新北市三重區福樂里慈愛街３號",72674270,NA,"神之手選物販賣部",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-22,"新北市","2017"
"1345","新北市三重區福樂里０１３鄰慈愛街１２９號（１樓）",72685375,NA,"昕禾商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-15,"新北市","2017"
"1346","新北市三重區福安里重陽路４段４１號",72679697,NA,"穩進億商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-18,"新北市","2017"
"1347","新北市三重區福安里六張街１１５號",72744711,NA,"兆廣商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-05,"新北市","2017"
"1348","新北市三重區福安里大智街７５號",50669978,NA,"銨可企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-03-17,"新北市","2017"
"1349","新北市三重區慈福里仁美街８３號",72609497,NA,"君臨飲食店",180000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-02-03,"新北市","2017"
"1350","新北市三重區慈化里碧華街２６２號",50657662,NA,"碧華娃娃企業社",16800,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-01-05,"新北市","2017"
"1351","新北市三重區開元里三和路１段９９號",72851036,NA,"李信輝",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-20,"新北市","2017"
"1352","新北市三重區清和里福德南路２３號",72680505,NA,"夾子園商行",60000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-24,"新北市","2017"
"1353","新北市三重區培德里忠孝路２段７５號（１樓）",72690118,NA,"瘋夾客工作室",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-11,"新北市","2017"
"1354","新北市三重區重陽里中正北路８５號",72674594,NA,"朝陽國際企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-25,"新北市","2017"
"1355","新北市三重區信安里重陽路４段４６號",72670555,NA,"重陽幸運草自動販賣選物機店",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"新北市","2017"
"1356","新北市三重區長安里長壽街１０之１號",72661612,NA,"長壽商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-20,"新北市","2017"
"1357","新北市三重區長安里文化北路８５巷１號（１樓）",72657624,NA,"娃娃天地企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-30,"新北市","2017"
"1358","新北市三重區長生里中央北路１０１號",72689956,NA,"三和娃娃屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-08,"新北市","2017"
"1359","新北市三重區幸福里重陽路４段２５號（１樓）",72662555,NA,"夾到爽實業社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-25,"新北市","2017"
"1360","新北市三重區尚德里忠孝路１段２６號",72692615,NA,"忠孝洋洋選物販賣屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-22,"新北市","2017"
"1361","新北市三重區吉利里中正南路１８０號（１樓）",72656505,NA,"穩進財商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-26,"新北市","2017"
"1362","新北市三重區吉利里中正南路１７８號",72685543,NA,"爪霸熊二代選物販賣機店",238000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-16,"新北市","2017"
"1363","新北市三重區吉利里中正南路１４４號（１樓）",72666476,NA,"四個小朋友商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-11,"新北市","2017"
"1364","新北市三重區光輝里正義南路５２號",72691849,NA,"爪耙子選物販賣店",240000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-19,"新北市","2017"
"1365","新北市三重區光陽里三陽路２０號",72671082,NA,"保可夾企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-07,"新北市","2017"
"1366","新北市三重區光陽里三陽路１１２號",72664478,NA,"湯記三陽商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-03,"新北市","2017"
"1367","新北市三重區光明里重安街３９之１號",72659616,NA,"貓爪子娃娃屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-11,"新北市","2017"
"1368","新北市三重區光明里中正南路１６９號（１樓）",72683849,NA,"啾啾熊商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-08,"新北市","2017"
"1369","新北市三重區田安里中華路１０９號（１樓）",72659480,NA,"育燁企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-10,"新北市","2017"
"1370","新北市三重區田心里忠孝路３段５０巷４９號",72685136,NA,"瘋抓客企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-14,"新北市","2017"
"1371","新北市三重區永德里自強路３段２７號（１樓）",72683952,NA,"抓抓羊企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-08,"新北市","2017"
"1372","新北市三重區永福里力行路２段９７號",72660493,NA,"夾樂趣娃娃機店",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-17,"新北市","2017"
"1373","新北市三重區永福里力行路２段１３９號（１樓）",72684782,NA,"金冠選物販賣商行",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-14,"新北市","2017"
"1374","新北市三重區永福里力行路２段１２５號１樓",72683480,NA,"耀盛娃娃屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-07,"新北市","2017"
"1375","新北市三重區永發里後竹圍街２７９之５號１樓",72684256,NA,"馬先生商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-10,"新北市","2017"
"1376","新北市三重區永春里中正南路１５５號",72763673,NA,"李信輝",8000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-14,"新北市","2017"
"1377","新北市三重區永安里永福街１９４號（１樓）",50661053,NA,"精靈商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-01-25,"新北市","2017"
"1378","新北市三重區永吉里自強路３段１１０巷５號（１樓）",72688318,NA,"娃蛙寶商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-30,"新北市","2017"
"1379","新北市三重區永吉里三和路４段１２８之１號１樓",72661845,NA,"抓取空間企業社",190000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-21,"新北市","2017"
"1380","新北市三重區六合里自強路２段６８號",72685987,NA,"玩爪娛樂企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-17,"新北市","2017"
"1381","新北市三重區介壽里三和路２段１７３巷３號",50662742,NA,"飛絡力企業社",200000,"N",932414,"夾娃娃機店",487911,"以自動販賣機零售商品",NA,NA,NA,NA,2017-02-10,"新北市","2017"
"1382","新北市三重區仁德里重新路２段１４０號（１樓）",72819727,NA,"亞森企業社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-07,"新北市","2017"
"1383","新北市三重區五福里自強路５段９５號",50669007,NA,"樂樂選物販賣家",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-03-13,"新北市","2017"
"1384","新北市三重區五華街１７０號旁",72748293,NA,"荳荳家族五華企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-19,"新北市","2017"
"1385","新北市三重區中興里重新路５段５２３號",72651261,NA,"頑童娃娃屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-31,"新北市","2017"
"1386","新北市三重區中興里光復路１段６８巷２３號（１樓）",72659432,NA,"嘉倫企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-10,"新北市","2017"
"1387","新北市三重區中興里光復路１段６８巷１２號",72768749,NA,"王通西",45000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-01,"新北市","2017"
"1388","新北市三重區中央里自強路１段６１號（１樓）",72668024,NA,"信智伯伯企業社",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-21,"新北市","2017"
"1389","新北市三重區中央里自強路１段５８號",72663230,NA,"三重自強七七娃娃城",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-26,"新北市","2017"
"1390","新北市三重區中央里自強路１段３６號１樓",72691186,NA,"寶威德娃娃屋",38000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-14,"新北市","2017"
"1391","新北市三重區大德里三和路１段３４號",72688204,NA,"聖芳樂園娃娃屋",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-30,"新北市","2017"
"1392","新北市三重區大有里中正北路４４６號（１樓）",72683968,NA,"隔空取物娃娃屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-08,"新北市","2017"
"1393","新北市三重區大有里中正北路３６０號（１樓）",72667539,NA,"穩進寶商行",150000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-17,"新北市","2017"
"1394","新北市三重區三安里三和路３段１００號１樓",72784121,NA,"荳荳家族三和企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-27,"新北市","2017"
"1395","新北市三重區三民里三民街７１號",72692609,NA,"三民洋洋選物販賣屋",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-22,"新北市","2017"
"1396","新北市八里區頂罟里０１１鄰中山路２段３０６號（１樓）",72655415,NA,"寶泰企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-20,"新北市","2017"
"1397","新北市八里區米倉里０１９鄰渡船頭街２１巷１２號",72686780,NA,"呆呆熊商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-22,"新北市","2017"
"1398","新北市八里區大崁里０１６鄰中山路１段４７號（１樓）",72655750,NA,"就是狂新創社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-21,"新北市","2017"
"1399","雲林縣臺西鄉臺西村民族路４號",72477756,NA,"立展娛樂",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-20,"雲林縣","2017"
"1400","雲林縣麥寮鄉橋頭村仁德路２４２號",72477741,NA,"立展娛樂",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-20,"雲林縣","2017"
"1401","雲林縣虎尾鎮新興里新興路８２號",72408983,NA,"樂視界商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-30,"雲林縣","2017"
"1402","雲林縣虎尾鎮新興里中正路３９號",72441126,NA,"９１１娃娃坊",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-05,"雲林縣","2017"
"1403","雲林縣虎尾鎮埒內里００５鄰埒內８４號",72476763,NA,"劉坤雄",15000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-13,"雲林縣","2017"
"1404","雲林縣虎尾鎮東仁里００３鄰光復路３２６號",72442808,NA,"林信慧",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-12,"雲林縣","2017"
"1405","雲林縣虎尾鎮西安里００７鄰中正路３１３號１樓",72442336,NA,"黃義雄選物販賣機",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-09,"雲林縣","2017"
"1406","雲林縣虎尾鎮西安里００２鄰中正路２２６號",72450320,NA,"來玩玩娃娃坊",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-12,"雲林縣","2017"
"1407","雲林縣虎尾鎮安溪里林森路一段８號騎樓",72476742,NA,"劉坤雄",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-13,"雲林縣","2017"
"1408","雲林縣虎尾鎮立仁里復興路１３７號",72456008,NA,"楊富琮",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-03,"雲林縣","2017"
"1409","雲林縣虎尾鎮立仁里莊敬街復興路交叉口",72460328,NA,"黃秀如",300000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-21,"雲林縣","2017"
"1410","雲林縣虎尾鎮立仁里忠孝段５４６號（莊敬路與復興路口）",72462923,NA,"龍昇興業社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-29,"雲林縣","2017"
"1411","雲林縣虎尾鎮立仁里立新街１６７號１樓",72409792,NA,"虎夾虎威選物販賣",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-22,"雲林縣","2017"
"1412","雲林縣虎尾鎮立仁里立仁黃昏市場特Ａ攤號",72479564,NA,"王智應",180000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-25,"雲林縣","2017"
"1413","雲林縣虎尾鎮立仁里四維街１５―１號",72454557,NA,"林揚智",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-28,"雲林縣","2017"
"1414","雲林縣虎尾鎮中山里中正路１２４號",72453403,NA,"宏鴻娛樂",6000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-25,"雲林縣","2017"
"1415","雲林縣西螺鎮正興里０１０鄰建興路２２８號",72572724,NA,"陳君慈",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-20,"雲林縣","2017"
"1416","雲林縣古坑鄉古坑村中山路７８號",72405509,NA,"爽金大商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-24,"雲林縣","2017"
"1417","雲林縣北港鎮華勝里大同路５５４－１號東邊",72565385,NA,"賴盈吉",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-14,"雲林縣","2017"
"1418","雲林縣斗南鎮南昌里中山路９２號",72438516,NA,"宏鴻娛樂",6000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-22,"雲林縣","2017"
"1419","雲林縣斗六市鎮南里民生南路２７６號１樓",72494782,NA,"泰好夾商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-27,"雲林縣","2017"
"1420","雲林縣斗六市鎮南里中山路４１６號",72405938,NA,"鳩賀鴨娃娃屋",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"雲林縣","2017"
"1421","雲林縣斗六市鎮西里民生南路５０號",72572908,NA,"明日之星商行",80000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-20,"雲林縣","2017"
"1422","雲林縣斗六市鎮西里中堅西路７３１號",72407696,NA,"滿天星企業社",200000,"N",969099,"未分類其他個人服務",932414,"夾娃娃機店",NA,NA,NA,NA,2017-10-24,"雲林縣","2017"
"1423","雲林縣斗六市龍潭里八德路８０號１樓",72511255,NA,"小蜜蜂商行",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-24,"雲林縣","2017"
"1424","雲林縣斗六市崙峰里仁義路９之８號",72409239,NA,"珍豪夾娃娃店",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-07,"雲林縣","2017"
"1425","雲林縣斗六市崙峰里仁義路６１號",72574862,NA,"蔡耀儀",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-29,"雲林縣","2017"
"1426","雲林縣斗六市信義里鎮北路１５號一樓",72402833,NA,"學府商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-02,"雲林縣","2017"
"1427","雲林縣斗六市信義里民生路１７２號１樓",72407963,NA,"妹妹小屋",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-31,"雲林縣","2017"
"1428","雲林縣斗六市社口里中山路３４７號",72377855,NA,"邱淑香",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-02-06,"雲林縣","2017"
"1429","雲林縣斗六市光興里民生路７８―４號",72575222,NA,"章聖達",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-28,"雲林縣","2017"
"1430","雲林縣斗六市仁愛里永安路１３９號",72434841,NA,"永安娃娃屋",400000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-09,"雲林縣","2017"
"1431","雲林縣斗六市仁愛里中華路１４４號",72574856,NA,"蔡耀儀",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-29,"雲林縣","2017"
"1432","雲林縣斗六市三平里西平路１７７號",72436566,NA,"祝愛勝商行",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-09,"雲林縣","2017"
"1433","雲林縣斗六市三平里００８鄰西平路１９１號１樓",72403050,NA,"三千娃娃屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-09,"雲林縣","2017"
"1434","雲林縣土庫鎮越港里林森路３３７號騎樓",72474934,NA,"簡嘉琦",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-05,"雲林縣","2017"
"1435","雲林縣土庫鎮東平里００２鄰民族路６１號１樓",72464350,NA,"荳荳龍商行",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"雲林縣","2017"
"1436","基隆市信義區東明路６５－１號１樓",72640722,NA,"三坑仔禮品社",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-19,"基隆市","2017"
"1437","基隆市信義區東光里東信路１５６―２號",72639339,NA,"歐北夾商行",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-19,"基隆市","2017"
"1438","基隆市安樂區嘉仁里安樂路一段２０８號",50587717,NA,"小不點娃娃機店",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-05-05,"基隆市","2017"
"1439","基隆市仁愛區博愛里仁四路１７號１樓",72639942,NA,"博客錸選物販賣所",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-16,"基隆市","2017"
"1440","基隆市仁愛區忠勇里仁三路１８號",72639773,NA,"廟口禮品社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-07,"基隆市","2017"
"1441","基隆市仁愛區忠勇里仁三路１１―２號",72638205,NA,"稼和所",240000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-07,"基隆市","2017"
"1442","基隆市仁愛區玉田里仁三路２８號１樓",72637418,NA,"堤啟禮品企業社",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-07-28,"基隆市","2017"
"1443","基隆市仁愛區玉田里仁二路２０９號騎樓",72780027,NA,"蔡幸兒",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-12,"基隆市","2017"
"1444","基隆市仁愛區水錦里仁二路６號及劉銘傳路６巷３號",72640912,NA,"浩正實業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-26,"基隆市","2017"
"1445","基隆市仁愛區文昌里忠三路３４號１樓",50587300,NA,"左右左禮品社",30000,"N",932414,"夾娃娃機店",476399,"其他玩具及娛樂用品零售",NA,NA,NA,NA,2017-04-19,"基隆市","2017"
"1446","基隆市仁愛區仁德里愛三路８７號（１樓之２０）",72639801,NA,"跳跳虎娃娃屋",60000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-10,"基隆市","2017"
"1447","基隆市中正區德義里義二路７９號",72640862,NA,"工藝娃娃屋",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-26,"基隆市","2017"
"1448","基隆市中正區德義里義二路１８號",72639372,NA,"方大娃娃屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-19,"基隆市","2017"
"1449","基隆市中正區海濱里祥豐街７６３號１樓",72815927,NA,"阮少祺",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-22,"基隆市","2017"
"1450","基隆市中正區正濱里中正路６０７號１樓",72636522,NA,"吉輝企業社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-08,"基隆市","2017"
"1451","基隆市中山區德和里復興路１８０號１樓",72640693,NA,"復興一方企業社",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-26,"基隆市","2017"
"1452","基隆市中山區新建里成功二路４０號",72640292,NA,"多樂米娃娃屋",240000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-29,"基隆市","2017"
"1453","基隆市中山區和慶里中和路１６８巷６弄２０號",72818403,NA,"愛夾客娃娃屋大慶店",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-01,"基隆市","2017"
"1454","基隆市七堵區堵北里福二街１０７號１樓",72638660,NA,"百福樂園商行",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-19,"基隆市","2017"
"1455","基隆市七堵區堵北里福一街１００號１樓",72743348,NA,"愛夾客娃娃屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-01,"基隆市","2017"
"1456","基隆市七堵區泰安里明德二路１５―２７號",72805385,NA,"劉譚鎮",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-22,"基隆市","2017"
"1457","基隆市七堵區百福里福五街７６號",72640498,NA,"哈樂蒂企業社",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-06,"基隆市","2017"
"1458","基隆市七堵區正光里崇禮街１４號",72640053,NA,"抓狂一族企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-20,"基隆市","2017"
"1459","基隆市七堵區正光里南興路８５號",72636918,NA,"右翔企業社",66000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-06-30,"基隆市","2017"
"1460","基隆市七堵區六堵里工建路６號１樓",72638269,NA,"貓咪抓物屋",200000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"基隆市","2017"
"1461","高雄市鹽埕區新樂里大勇路１０７號",81016170,NA,"娃娃迷企業社",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-08,"高雄市","2017"
"1462","高雄市燕巢區鳳雄里鳳旗路１６１號",81079879,NA,"曾進源",35000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-01,"高雄市","2017"
"1463","高雄市燕巢區中民路６６５號１樓",81099360,NA,"中西商行",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-17,"高雄市","2017"
"1464","高雄市橋頭區橋頭里０２２鄰新興路６號１樓",79882219,NA,"小蔡娃娃樂園",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-29,"高雄市","2017"
"1465","高雄市橋頭區橋南路２１５號１樓",81019021,NA,"大哥大遊樂園",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-21,"高雄市","2017"
"1466","高雄市橋頭區隆豐路８號１樓",81018579,NA,"嘎拉拉給給企業社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-19,"高雄市","2017"
"1467","高雄市橋頭區仕隆里隆豐路２６７號１樓",81102105,NA,"蔡啓發（選物販賣機）",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-28,"高雄市","2017"
"1468","高雄市鳳山區鎮南里００８鄰南正二路９７號１樓",81020934,NA,"夢想一町商行",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-29,"高雄市","2017"
"1469","高雄市鳳山區鎮西里中華街４９號１樓店面",81091579,NA,"曾慶裕",38000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-23,"高雄市","2017"
"1470","高雄市鳳山區福誠里忠誠路１３５號",81082142,NA,"陳德樂",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-23,"高雄市","2017"
"1471","高雄市鳳山區福祥里四海街３９號騎樓",81080622,NA,"三揚選物販賣機",20000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-09-04,"高雄市","2017"
"1472","高雄市鳳山區誠智里鳳東路５４９號１樓",81088201,NA,"于珊娃娃機店",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-10-03,"高雄市","2017"
"1473","高雄市鳳山區瑞興里瑞興路２４５號１樓",81085149,NA,"王章權",30000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-24,"高雄市","2017"
"1474","高雄市鳳山區新樂里大明路１５７號１樓",81103006,NA,"王佳珊",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-01,"高雄市","2017"
"1475","高雄市鳳山區新強里新富路３５６號１樓",72083232,NA,"鳳新夾客禮品社",100000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-23,"高雄市","2017"
"1476","高雄市鳳山區新泰里大明路１５６號１樓",81009348,NA,"保夾選物販賣商店",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-09,"高雄市","2017"
"1477","高雄市鳳山區善美里善志街２７號",72308751,NA,"謝易源",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-08-04,"高雄市","2017"
"1478","高雄市鳳山區海洋里０１０鄰海洋二路１４９號１樓",81110549,NA,"保夾選物販賣商店海洋分店",3000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-26,"高雄市","2017"
"1479","高雄市鳳山區海光里博愛路３９４號旁",72170658,NA,"楊騏甄",5000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-02-06,"高雄市","2017"
"1480","高雄市鳳山區南和里０１０鄰五甲二路５３３號１樓",81010534,NA,"愛夾客商店",50000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-11-15,"高雄市","2017"
"1481","高雄市鳳山區南成里南和街９２號",81106453,NA,"林錠玉",10000,"N",932414,"夾娃娃機店",NA,NA,NA,NA,NA,NA,2017-12-12,"高雄市","2017"
"1482","高雄市鳳山區南成里南和街１０２號騎樓",81105503,NA,"洪玲美",3000,"N",932414,"夾娃娃機店",932413,"投幣式兒童騎乘機械玩具店",NA,NA,NA,NA,2017-12-01,"高雄市","2017"
